ApsimVersion = 7.4
Title = Cultivar_Burbank Plant2 diagnostic variables
    dd/mmm/yyyy   AccumTtemerg StageCodeValue          no3()          nh4()         urea()    surfaceom_n       biom_n()        fom_n()        hum_n()         dnit()      leach_no3    AccumPlantN AccumMineralisation     AccumDenit      AccumFert     AccumLeach    AccumDetach   DeltaSoilOMN DeltaSurfaceOMN DeltaSoilMineralN RootNUptakeSupply             eo             es       sw_dep()      dul_dep()          drain         runoff  outflow_lat()           pond        AccumEO        AccumEP        AccumES  AccumDrainage    AccumRunoff  AccumRainfall AccumIrrigation AccumOutflowLat SoilWaterDeficit  AboveGroundWT  BelowGroundWt        TotalWt     LeafDeadWt     LeafLiveWt     StemDeadWt     StemLiveWt    TuberDeadWt    TuberLiveWt     RootDeadWt     RootLiveWt    GrainLiveWt    GrainDeadWt   FloretLiveWt   FloretDeadWt   AboveGroundN   BelowGroundN         TotalN     TotalLiveN     TotalDeadN      LeafDeadN      LeafLiveN      StemDeadN      StemLiveN     TuberDeadN     TuberLiveN      RootLiveN      RootDeadN     GrainLiveN     GrainDeadN    FloretLiveN    FloretDeadN LeafLiveNConc3 LeafDeadNConc3 StemLiveNConc3 TuberLiveNConc3  RootLiveNConc GrainLiveNConc FloretLiveNConc RootWaterSupply RootWaterUptake LeafTranspiration LeafWaterDemand      RootDepth    Cover_green      Cover_tot     Cover_dead        LeafLAI    LeafLAIDead         Height         LeafFn         LeafFw LeafPhotosynthesisFtValue LeafPhotosynthesisFvpdValue    LeafTotalNo    LeafGreenNo LeafExpandingNodeNo   LeafCohortNo   LeafBranchNo LeafDeadNodeNo     LeafNodeNo LeafSenescingNodeNo     LeafLeafNo          sw(1)          sw(2)          sw(3)          sw(4)          sw(5)          sw(6)         no3(1)         no3(2)         no3(3)         no3(4)         no3(5)         no3(6) LeafPartitionFractionValue StemPartitionFractionValue TuberPartitionFractionValue GrainPartitionFractionValue FloretPartitionFractionValue RootPartitionFractionValue GrainMinimumNConcValue FloretMinimumNConcValue LeafMinimumNConcValue StemMinimumNConcValue TuberMinimumNConcValue RootMinimumNConcValue GrainMaximumNConcValue FloretMaximumNConcValue LeafMaximumNConcValue StemMaximumNConcValue TuberMaximumNConcValue RootMaximumNConcValue  leavesPerStem PhenologyEarlyTuberTargetValue StemLiveNonStructuralN StemLiveStructuralN StemLiveStructuralWt StemLiveNonStructuralWt LeafLiveNonStructuralN LeafLiveNonStructuralWt LeafLiveStructuralN LeafLiveStructuralWt LeafTotalStructuralN LeafTotalNonStructuralN LeafTotalStructuralWt LeafTotalNonStructuralWt
  (dd/mmm/yyyy)             ()             ()        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)             ()                  ()             ()             ()             ()             ()             ()              ()                ()            (g/m2)           (mm)           (mm)           (mm)           (mm)           (mm)           (mm)           (mm)           (mm)             ()             ()             ()             ()             ()             ()              ()              ()               ()        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)         (g/m2)         (g/m2)             ()             ()             ()             ()        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)         (g/m2)         (g/m2)             ()             ()             ()             ()             ()             ()             ()              ()          (g/g)             ()              ()            (mm)            (mm)              (mm)            (mm)           (mm)             ()             ()             ()      (m^2/m^2)      (m^2/m^2)             ()             ()             ()                     (0-1)                          ()       (/plant)       (/plant)                  ()             ()          (/m2)             ()             ()                  ()        (/stem)        (mm/mm)        (mm/mm)        (mm/mm)        (mm/mm)        (mm/mm)        (mm/mm)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)                         ()                         ()                          ()                          ()                           ()                         ()                     ()                      ()                    ()                    ()                     ()                    ()                     ()                      ()                    ()                    ()                     ()                    ()             ()                             ()                (g/m^2)             (g/m^2)              (g/m^2)                 (g/m^2)                (g/m^2)                 (g/m^2)             (g/m^2)              (g/m^2)              (g/m^2)                 (g/m^2)               (g/m^2)                  (g/m^2)
    11/Dec/2003        317.742          5.023          187.7           12.0            0.0            6.1          256.2           18.5        18628.4            0.0            0.0        -61.170               2.446         -1.160        169.000         -0.189          0.000          1.399          -3.847             4.195             0.600          6.045          1.424        436.522        453.000          0.638          0.000          0.000          0.000       -223.266        -22.268        -82.666        -11.476          0.000         40.600          65.000           0.000          -10.810         119.20          76.59         195.80           0.00          59.64           0.00          59.57           0.00          26.44          0.000         50.150              ?              ?              ?              ?           6.18           1.03           7.21           7.21           0.00           0.00           3.81           0.00           2.36           0.00           0.53          0.502          0.000              ?              ?              ?              ?          0.065          0.000          0.044           0.023          0.010              ?               ?           4.968           3.606             3.606           3.606        480.000          0.732          0.732          0.000          1.644          0.000        103.394          0.971          1.000                     1.000                       1.000         41.297         41.297              13.000         13.000         23.508              0         13.615               0.000         13.766          0.273          0.286          0.301          0.270          0.301          0.302           58.0           69.1           38.9           16.7            3.4            1.6                          ?                      0.080                       0.660                           ?                            ?                      0.050                      ?                       ?                 0.028                 0.006                  0.016                 0.010                      ?                       ?                 0.065                 0.044                  0.023                 0.010         13.766                        800.000                   2.20                0.16                26.81                   32.76                   2.98                   29.82                0.83                29.82                 0.83                    2.98                 29.82                    29.82
    12/Dec/2003        331.467          5.040          183.2           10.4            0.0            5.9          256.8           18.3        18628.2            0.0            0.0        -67.039               2.528         -1.160        169.000         -0.200          0.000          1.412          -3.944            -1.735             0.600          6.675          1.474        430.243        453.000          0.382          0.000          0.000          0.000       -229.311        -25.874        -84.090        -12.114          0.000         40.600          65.000           0.000          -16.478         128.80          97.84         226.64           0.00          66.63           0.00          62.17           0.00          46.77          0.000         51.068              ?              ?              ?              ?           6.45           1.36           7.81           7.81           0.00           0.00           4.11           0.00           2.34           0.00           0.85          0.511          0.000              ?              ?              ?              ?          0.064          0.000          0.040           0.020          0.010              ?               ?           4.687           4.422             4.422           4.422        485.000          0.772          0.772          0.000          1.850          0.000        107.033          0.909          1.000                     1.000                       1.000         47.698         47.698              14.000         14.000         29.686              0         14.073               0.000         15.899          0.253          0.276          0.294          0.270          0.300          0.301           57.0           66.4           38.0           16.7            3.4            1.6                          ?                      0.080                       0.660                           ?                            ?                      0.050                      ?                       ?                 0.028                 0.006                  0.016                 0.010                      ?                       ?                 0.065                 0.043                  0.023                 0.010         13.766                        800.000                   2.18                0.17                27.97                   34.19                   3.17                   33.32                0.93                33.32                 0.93                    3.17                 33.32                    33.32
    13/Dec/2003        345.490          5.057          178.7            9.0            0.0            5.8          257.3           18.0        18628.0            0.0            0.0        -72.947               2.480         -1.161        169.000         -0.207          0.000          1.617          -4.101            -7.790             0.600          5.557          1.153        424.942        453.000          0.221          0.000          0.000          0.000       -235.986        -30.296        -85.564        -12.497          0.000         40.600          65.000           0.000          -22.757         138.15         116.97         255.13           0.00          73.74           0.00          64.41           0.00          65.27          0.000         51.707              ?              ?              ?              ?           6.75           1.65           8.41           8.41           0.00           0.00           4.42           0.00           2.33           0.00           1.13          0.517          0.000              ?              ?              ?              ?          0.062          0.000          0.038           0.018          0.010              ?               ?           4.385           3.926             3.926           3.926        490.000          0.808          0.808          0.000          2.060          0.000        110.172          0.863          1.000                     1.000                       1.000         47.698         47.698              13.000         14.000         29.686              0         14.540               0.000         15.899          0.237          0.268          0.288          0.270          0.300          0.301           56.0           63.8           37.2           16.7            3.4            1.6                          ?                      0.080                       0.660                           ?                            ?                      0.050                      ?                       ?                 0.028                 0.006                  0.015                 0.010                      ?                       ?                 0.065                 0.043                  0.023                 0.010         15.899                        800.000                   2.16                0.17                28.98                   35.42                   3.39                   36.87                1.03                36.87                 1.03                    3.39                 36.87                    36.87
    14/Dec/2003        357.656          5.072          174.4            7.5            0.0            5.7          257.8           17.7        18627.8            0.0            0.0        -78.883               2.588         -1.161        169.000         -0.211          0.000          1.635          -4.226           -13.686             0.600          7.301          1.435        419.339        453.000          0.124          0.000          0.000          0.000       -241.543        -34.222        -86.717        -12.718          0.000         40.600          65.000           0.000          -28.058         146.83         135.84         282.66           0.00          80.20           0.00          66.63           0.00          83.59          0.000         52.244              ?              ?              ?              ?           7.06           1.95           9.01           9.01           0.00           0.00           4.73           0.00           2.33           0.00           1.43          0.522          0.000              ?              ?              ?              ?          0.060          0.000          0.036           0.017          0.010              ?               ?           4.082           4.044             4.044           5.977        495.000          0.779          0.779          0.000          2.252          0.000        113.282          0.836          0.677                     0.813                       1.000         47.698         47.698              13.000         14.000         29.686              0         14.946               0.000         15.899          0.218          0.259          0.282          0.270          0.300          0.300           55.3           61.2           36.2           16.7            3.4            1.6                          ?                      0.080                       0.660                           ?                            ?                      0.050                      ?                       ?                 0.028                 0.006                  0.015                 0.010                      ?                       ?                 0.065                 0.042                  0.023                 0.010         15.899                        800.000                   2.15                0.18                29.98                   36.65                   3.60                   40.10                1.12                40.10                 1.12                    3.60                 40.10                    40.10
    15/Dec/2003        370.003          5.088          170.2            6.1            0.0            5.6          258.0           17.4        18627.5            0.0            0.0        -84.829               2.802         -1.161        169.000         -0.213          0.000          1.533          -4.341           -19.474             0.600          6.413          1.330        414.197        453.000          0.068          0.000          0.000          0.000       -248.843        -38.267        -88.152        -12.842          0.000         40.600          65.000           0.000          -33.661         156.53         156.71         313.24           0.00          87.07           0.00          69.46           0.00         103.91          0.000         52.799              ?              ?              ?              ?           7.35           2.26           9.61           9.61           0.00           0.00           5.02           0.00           2.33           0.00           1.73          0.528          0.000              ?              ?              ?              ?          0.059          0.000          0.035           0.017          0.010              ?               ?           3.780           3.744             3.744           5.111        500.000          0.818          0.818          0.000          2.456          0.000        117.244          0.801          0.733                     1.000                       1.000         54.599         54.599              14.000         15.000         32.009              0         15.357               0.000         18.200          0.201          0.252          0.276          0.270          0.300          0.300           54.7           58.7           35.2           16.7            3.4            1.6                          ?                      0.080                       0.660                           ?                            ?                      0.050                      ?                       ?                 0.028                 0.006                  0.015                 0.010                      ?                       ?                 0.065                 0.042                  0.022                 0.010         15.899                        800.000                   2.14                0.19                31.26                   38.20                   3.80                   43.54                1.22                43.54                 1.22                    3.80                 43.54                    43.54
    16/Dec/2003        379.903          5.100          165.6            5.1            0.0            5.5          258.4           17.0        18627.2            0.0            0.0        -90.774               3.192         -1.161        169.000         -0.214          0.000          1.217          -4.410           -25.085             0.600          3.588          0.699        425.809        453.000          0.037          0.000          0.000          0.000       -255.256        -42.011        -89.482        -12.911          0.000         40.600          80.000           0.000          -38.803         164.00         173.27         337.27           0.00          92.57           0.00          71.42           0.00         120.10          0.000         53.168              ?              ?              ?              ?           7.65           2.55          10.21          10.21           0.00           0.00           5.32           0.00           2.33           0.00           2.02          0.532          0.000              ?              ?              ?              ?          0.058          0.000          0.033           0.017          0.010              ?               ?           4.771           2.652             2.652           2.652        505.000          0.877          0.877          0.000          2.620          0.000        119.993          0.796          1.000                     1.000                       1.000         54.599         54.599              14.000         15.000         32.009              0         15.687               0.000         18.200          0.272          0.276          0.274          0.270          0.300          0.300           43.0           65.8           35.2           16.7            3.4            1.6                          ?                      0.080                       0.660                           ?                            ?                      0.050                      ?                       ?                 0.028                 0.006                  0.015                 0.010                      ?                       ?                 0.065                 0.042                  0.022                 0.010         18.200                        800.000                   2.14                0.19                32.14                   39.28                   4.02                   46.29                1.30                46.29                 1.30                    4.02                 46.29                    46.29
    17/Dec/2003        389.853          5.113          160.7            4.3            0.0            5.4          258.8           16.7        18626.9            0.0            0.0        -96.737               3.593         -1.161        169.000         -0.215          0.000          0.920          -4.518           -30.685             0.600          5.873          1.039        420.241        453.000          0.020          0.000          0.000          0.000       -258.845        -44.662        -90.180        -12.948          0.000         40.600          80.000           0.000          -27.191         172.92         195.21         368.13           0.00          98.26           0.00          74.66           0.00         141.53          0.000         53.680              ?              ?              ?              ?           7.93           2.88          10.81          10.81           0.00           0.00           5.59           0.00           2.34           0.00           2.34          0.537          0.000              ?              ?              ?              ?          0.057          0.000          0.033           0.017          0.010              ?               ?           4.545           4.510             4.510           4.895        510.000          0.883          0.883          0.000          2.790          0.000        124.521          0.781          0.921                     1.000                       1.000         61.500         61.500              14.000         16.000         32.009              0         16.019               0.000         20.500          0.251          0.265          0.270          0.270          0.300          0.300           41.7           62.7           34.7           16.7            3.4            1.6                          ?                      0.080                       0.660                           ?                            ?                      0.050                      ?                       ?                 0.028                 0.006                  0.015                 0.010                      ?                       ?                 0.065                 0.042                  0.022                 0.010         18.200                        800.000                   2.14                0.20                33.60                   41.06                   4.21                   49.13                1.38                49.13                 1.38                    4.21                 49.13                    49.13
    18/Dec/2003        403.786          5.130          155.5            3.6            0.0            5.2          259.4           16.4        18626.7            0.0            0.0       -102.686               3.949         -1.161        169.000         -0.215          0.000          0.668          -4.619           -36.329             0.600          6.492          1.142        414.922        453.000          0.010          0.000          0.000          0.000       -264.718        -49.172        -91.219        -12.967          0.000         40.600          80.000           0.000          -32.759         184.08         216.35         400.44           0.00         106.26           0.00          77.82           0.00         162.24          0.000         54.115              ?              ?              ?              ?           8.22           3.18          11.41          11.41           0.00           0.00           5.88           0.00           2.34           0.00           2.64          0.541          0.000              ?              ?              ?              ?          0.057          0.000          0.031           0.017          0.010              ?               ?           4.201           4.167             4.167           5.523        515.000          0.881          0.881          0.000          3.029          0.000        128.953          0.739          0.754                     1.000                       1.000         61.500         61.500              13.000         16.000         32.009              0         16.483               0.000         20.500          0.232          0.256          0.265          0.270          0.300          0.300           40.3           59.6           34.0           16.7            3.4            1.6                          ?                      0.080                       0.660                           ?                            ?                      0.050                      ?                       ?                 0.028                 0.006                  0.015                 0.010                      ?                       ?                 0.065                 0.041                  0.022                 0.010         20.500                        800.000                   2.13                0.21                35.02                   42.80                   4.39                   53.13                1.49                53.13                 1.49                    4.39                 53.13                    53.13
    19/Dec/2003        415.986          5.145          150.1            3.1            0.0            5.1          259.8           16.2        18626.5            0.0            0.0       -108.642               4.013         -1.161        169.000         -0.215          0.000          0.797          -4.813           -42.265             0.600          3.241          0.577        411.577        453.000          0.005          0.000          0.000          0.000       -271.210        -53.339        -92.362        -12.978          0.000         40.600          80.000           0.000          -38.078         192.11         230.23         422.33           0.00         112.63           0.00          79.48           0.00         175.89          0.000         54.340              ?              ?              ?              ?           8.55           3.46          12.01          12.01           0.00           0.00           6.19           0.00           2.35           0.00           2.92          0.543          0.000              ?              ?              ?              ?          0.055          0.000          0.030           0.016          0.010              ?               ?           3.939           2.762             2.762           2.762        520.000          0.924          0.924          0.000          3.220          0.000        131.269          0.729          1.000                     1.000                       1.000         61.500         61.500              13.000         16.000         32.009              0         16.890               0.000         20.500          0.222          0.250          0.262          0.270          0.300          0.300           38.8           56.5           33.1           16.7            3.4            1.6                          ?                      0.080                       0.660                           ?                            ?                      0.050                      ?                       ?                 0.028                 0.006                  0.015                 0.010                      ?                       ?                 0.065                 0.041                  0.022                 0.010         20.500                        800.000                   2.14                0.21                35.76                   43.71                   4.62                   56.31                1.58                56.31                 1.58                    4.62                 56.31                    56.31
    20/Dec/2003        429.741          5.163          144.5            2.5            0.0            4.8          260.6           16.0        18626.3            0.0            0.0       -114.620               4.127         -1.161        169.000         -0.215          0.000          0.805          -4.935           -48.152             0.600          3.006          0.500        407.630        453.000          0.003          0.000          0.000          0.000       -274.451        -56.101        -92.939        -12.983          0.000         40.600          80.000           0.000          -41.423         199.88         240.61         440.48           0.00         119.16           0.00          80.72           0.00         186.10          0.000         54.506              ?              ?              ?              ?           8.89           3.71          12.61          12.61           0.00           0.00           6.53           0.00           2.36           0.00           3.17          0.545          0.000              ?              ?              ?              ?          0.055          0.000          0.030           0.017          0.010              ?               ?           3.773           3.444             3.444           3.444        525.000          0.935          0.935          0.000          3.415          0.000        133.002          0.724          1.000                     1.000                       1.000         68.401         68.401              13.000         17.000         32.009              0         17.348               0.000         22.800          0.211          0.242          0.257          0.270          0.300          0.300           37.2           53.4           32.2           16.7            3.4            1.6                          ?                      0.080                       0.660                           ?                            ?                      0.050                      ?                       ?                 0.028                 0.006                  0.014                 0.010                      ?                       ?                 0.065                 0.041                  0.022                 0.010         20.500                        800.000                   2.15                0.22                36.32                   44.39                   4.86                   59.58                1.67                59.58                 1.67                    4.86                 59.58                    59.58
    21/Dec/2003        443.375          5.180          138.9            2.1            0.0            4.7          261.1           15.8        18626.2            0.0            0.0       -120.603               3.902         -1.161        169.000         -0.215          0.000          1.252          -5.158           -54.377             0.600          6.352          1.047        403.098        453.000          0.001          0.000          0.000          0.000       -277.457        -59.545        -93.439        -12.986          0.000         40.600          80.000           0.000          -45.370         210.94         260.66         471.60           0.05         126.87           0.00          84.02           0.00         205.77          0.000         54.889              ?              ?              ?              ?           9.21           4.00          13.21          13.20           0.00           0.00           6.84           0.00           2.36           0.00           3.45          0.549          0.000              ?              ?              ?              ?          0.055          0.000          0.029           0.017          0.010              ?               ?           3.515           3.484             3.484           5.790        530.000          0.903          0.903          0.000          3.647          0.001        137.627          0.701          0.602                     1.000                       1.000         68.401         68.401              13.000         17.000         32.009              0         17.803               1.000         22.800          0.195          0.235          0.253          0.270          0.299          0.300           35.8           50.3           31.1           16.7            3.4            1.6                          ?                      0.080                       0.660                           ?                            ?                      0.050                      ?                       ?                 0.028                 0.006                  0.014                 0.010                      ?                       ?                 0.065                 0.040                  0.022                 0.010         22.800                        800.000                   2.14                0.23                37.81                   46.21                   5.07                   63.44                1.78                63.44                 1.78                    5.07                 63.46                    63.46
    22/Dec/2003        453.825          5.193          133.1            2.0            0.0            4.6          261.4           15.6        18626.0            0.2            0.0       -126.565               3.924         -1.161        169.000         -0.215          0.000          1.363          -5.290           -60.355             0.600          4.084          0.715        448.819        453.000          0.001          0.000          0.000          0.000       -283.809        -63.028        -94.486        -12.987          0.000         40.600         130.000           0.000          -49.902         219.33         280.01         499.34           0.15         132.71           0.00          86.47           0.00         224.85          0.000         55.165              ?              ?              ?              ?           9.54           4.27          13.81          13.80           0.00           0.00           7.16           0.00           2.38           0.00           3.72          0.552          0.000              ?              ?              ?              ?          0.054          0.014          0.028           0.017          0.010              ?               ?           6.867           3.564             3.564           3.564        535.000          0.953          0.953          0.000          3.822          0.003        141.060          0.701          1.000                     1.000                       1.000         75.302         75.302              13.000         18.000         32.009              0         18.151               1.000         25.101          0.385          0.329          0.279          0.270          0.299          0.300           19.8           53.8           37.8           16.7            3.4            1.6                          ?                      0.080                       0.660                           ?                            ?                      0.050                      ?                       ?                 0.028                 0.006                  0.014                 0.010                      ?                       ?                 0.065                 0.040                  0.022                 0.010         22.800                        800.000                   2.14                0.23                38.91                   47.56                   5.30                   66.35                1.86                66.35                 1.86                    5.30                 66.43                    66.43
    23/Dec/2003        466.295          5.208          126.9            1.9            0.0            4.4          262.3           15.4        18625.8            0.0            0.0       -132.537               4.116         -1.352        169.000         -0.215          0.000          1.270          -5.389           -66.354             0.600          4.081          0.659        444.450        453.000          0.000          0.000          0.000          0.000       -287.893        -66.592        -95.201        -12.988          0.000         41.600         130.000           0.000           -4.181         227.46         294.41         521.87           0.27         139.00           0.00          88.19           0.00         239.05          0.000         55.355              ?              ?              ?              ?           9.87           4.53          14.41          14.40           0.00           0.00           7.48           0.00           2.39           0.00           3.98          0.554          0.000              ?              ?              ?              ?          0.054          0.014          0.027           0.017          0.010              ?               ?           6.433           4.709             4.709           4.709        540.000          0.960          0.960          0.000          4.012          0.006        143.471          0.698          1.000                     0.917                       1.000         75.302         75.302              13.000         18.000         32.009              0         18.567               1.000         25.101          0.336          0.317          0.289          0.270          0.299          0.300           16.7           48.8           39.8           16.7            3.4            1.6                          ?                      0.080                       0.660                           ?                            ?                      0.050                      ?                       ?                 0.028                 0.006                  0.014                 0.010                      ?                       ?                 0.065                 0.040                  0.022                 0.010         25.101                        800.000                   2.15                0.24                39.69                   48.51                   5.54                   69.50                1.95                69.50                 1.95                    5.54                 69.63                    69.63
    24/Dec/2003        480.245          5.226          120.9            1.9            0.0            4.1          263.0           15.1        18625.5            0.0            0.0       -138.518               3.944         -1.399        169.000         -0.215          0.000          1.690          -5.640           -72.573             0.600          5.451          0.880        437.910        453.000          0.000          0.000          0.000          0.000       -291.974        -71.301        -95.860        -12.988          0.000         41.800         130.000           0.000           -8.550         237.94         314.46         552.39           0.40         146.54           0.00          91.00           0.00         258.82          0.000         55.635              ?              ?              ?              ?          10.20           4.81          15.01          15.00           0.01           0.01           7.80           0.00           2.39           0.00           4.25          0.556          0.000              ?              ?              ?              ?          0.054          0.014          0.027           0.017          0.010              ?               ?           6.009           5.860             5.860           5.860        545.000          0.966          0.966          0.000          4.240          0.008        147.399          0.682          1.000                     1.000                       1.000         82.203         82.203              13.000         19.000         32.009              0         19.032               1.000         27.401          0.301          0.304          0.288          0.270          0.299          0.300           15.0           44.9           39.3           16.7            3.4            1.6                          ?                      0.080                       0.660                           ?                            ?                      0.050                      ?                       ?                 0.028                 0.006                  0.014                 0.010                      ?                       ?                 0.065                 0.039                  0.022                 0.010         25.101                        800.000                   2.14                0.25                40.95                   50.05                   5.75                   73.27                2.05                73.27                 2.06                    5.75                 73.47                    73.47
    25/Dec/2003        493.596          5.242          115.2            1.9            0.0            4.0          263.4           14.8        18625.3            0.0            0.0       -144.490               3.958         -1.399        169.000         -0.215          0.000          1.900          -5.863           -78.559             0.600          5.322          0.858        431.560        453.000          0.000          0.000          0.000          0.000       -297.425        -77.161        -96.741        -12.988          0.000         41.800         130.000           0.000          -15.090         248.14         335.06         583.21           0.61         153.60           0.00          93.94           0.00         279.15          0.000         55.910              ?              ?              ?              ?          10.52           5.08          15.61          15.60           0.01           0.01           8.12           0.00           2.39           0.00           4.53          0.559          0.000              ?              ?              ?              ?          0.053          0.014          0.026           0.016          0.010              ?               ?           5.588           5.491             5.491           5.491        550.000          0.972          0.972          0.000          4.453          0.013        151.513          0.671          1.000                     1.000                       1.000         82.203         82.203              13.000         19.000         32.009              0         19.477               2.000         27.401          0.281          0.287          0.284          0.270          0.299          0.300           14.5           41.0           38.0           16.7            3.4            1.6                          ?                      0.080                       0.660                           ?                            ?                      0.050                      ?                       ?                 0.028                 0.006                  0.014                 0.010                      ?                       ?                 0.065                 0.039                  0.022                 0.010         27.401                        800.000                   2.14                0.25                42.27                   51.67                   5.97                   76.80                2.15                76.80                 2.16                    5.97                 77.10                    77.10
    26/Dec/2003        506.315          5.258          109.4            1.9            0.0            3.8          263.9           14.6        18625.0            0.0            0.0       -150.463               4.194         -1.399        169.000         -0.215          0.000          1.815          -6.013           -84.323             0.600          6.635          1.067        425.342        453.000          0.000          0.000          0.000          0.000       -302.747        -82.652        -97.599        -12.988          0.000         41.800         130.000           0.000          -21.440         258.44         356.83         615.27           0.95         160.08           0.00          97.41           0.00         300.62          0.000         56.211              ?              ?              ?              ?          10.83           5.38          16.21          16.19           0.01           0.01           8.42           0.00           2.40           0.00           4.81          0.562          0.000              ?              ?              ?              ?          0.053          0.014          0.025           0.016          0.010              ?               ?           5.188           5.151             5.151           7.111        555.000          0.960          0.960          0.001          4.650          0.021        156.373          0.664          0.724                     1.000                       1.000         82.203         82.203              13.000         19.000         32.009              0         19.901               3.000         27.401          0.261          0.274          0.278          0.270          0.299          0.300           14.0           37.7           36.1           16.7            3.4            1.6                          ?                      0.080                       0.660                           ?                            ?                      0.050                      ?                       ?                 0.028                 0.006                  0.013                 0.010                      ?                       ?                 0.065                 0.039                  0.021                 0.010         27.401                        800.000                   2.14                0.26                43.83                   53.58                   6.17                   80.04                2.24                80.04                 2.25                    6.17                 80.52                    80.52
    27/Dec/2003        518.593          5.274          103.8            1.9            0.0            3.7          264.3           14.2        18624.6            0.0            0.0       -156.432               4.443         -1.399        169.000         -0.215          0.000          1.732          -6.178           -90.074             0.600          6.315          1.045        419.515        453.000          0.000          0.000          0.000          0.000       -309.382        -87.803        -98.666        -12.988          0.000         41.800         130.000           0.000          -27.658         268.24         378.81         647.05           1.32         166.25           0.00         100.67           0.00         322.33          0.000         56.480              ?              ?              ?              ?          11.14           5.67          16.81          16.79           0.02           0.02           8.71           0.00           2.41           0.00           5.10          0.565          0.000              ?              ?              ?              ?          0.053          0.014          0.025           0.016          0.010              ?               ?           4.819           4.783             4.783           7.011        560.000          0.961          0.961          0.001          4.837          0.030        160.938          0.659          0.682                     1.000                       1.000         89.104         89.104              13.000         20.000         32.009              0         20.310               3.000         29.701          0.243          0.264          0.272          0.270          0.299          0.300           13.5           34.7           33.9           16.8            3.4            1.6                          ?                      0.080                       0.660                           ?                            ?                      0.050                      ?                       ?                 0.028                 0.006                  0.013                 0.010                      ?                       ?                 0.065                 0.038                  0.021                 0.010         27.401                        800.000                   2.14                0.27                45.30                   55.37                   6.38                   83.12                2.33                83.12                 2.35                    6.38                 83.78                    83.78
    28/Dec/2003        531.891          5.290           98.3            1.9            0.0            3.6          264.5           14.0        18624.3            0.0            0.0       -162.406               4.833         -1.399        169.000         -0.215          0.000          1.500          -6.337           -95.684             0.600          5.668          0.941        414.123        453.000          0.000          0.000          0.000          0.000       -315.697        -92.586        -99.711        -12.989          0.000         41.800         130.000           0.000          -33.485         278.45         401.57         680.02           1.97         172.54           0.00         103.94           0.00         344.83          0.000         56.739              ?              ?              ?              ?          11.44           5.96          17.41          17.38           0.03           0.03           8.99           0.00           2.42           0.00           5.40          0.567          0.000              ?              ?              ?              ?          0.052          0.014          0.024           0.016          0.010              ?               ?           4.485           4.451             4.451           5.499        565.000          0.974          0.974          0.001          5.029          0.046        165.521          0.651          0.809                     1.000                       1.000         89.104         89.104              13.000         20.000         32.009              0         20.753               4.000         29.701          0.227          0.255          0.266          0.270          0.299          0.300           13.1           32.0           31.5           16.8            3.4            1.6                          ?                      0.080                       0.660                           ?                            ?                      0.050                      ?                       ?                 0.028                 0.006                  0.013                 0.010                      ?                       ?                 0.065                 0.038                  0.021                 0.010         29.701                        800.000                   2.14                0.28                46.77                   57.17                   6.57                   86.27                2.42                86.27                 2.44                    6.57                 87.25                    87.25
